"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Lafourche Parish, LA"	"22057"	33	490217	6.7317	0.0372%
	"LaSalle Parish, LA"	"22059"	Suppressed	74575	Suppressed	Suppressed
	"Lincoln Parish, LA"	"22061"	15	238294	Unreliable	0.0169%
	"Livingston Parish, LA"	"22063"	44	685958	6.4144	0.0496%
	"Madison Parish, LA"	"22065"	12	58128	Unreliable	0.0135%
	"Morehouse Parish, LA"	"22067"	19	131924	Unreliable	0.0214%
	"Natchitoches Parish, LA"	"22069"	20	195666	10.2215	0.0226%
	"Orleans Parish, LA"	"22071"	729	1937439	37.6270	0.8223%
	"Ouachita Parish, LA"	"22073"	104	782163	13.2965	0.1173%
	"Plaquemines Parish, LA"	"22075"	Suppressed	117304	Suppressed	Suppressed
	"Pointe Coupee Parish, LA"	"22077"	12	111583	Unreliable	0.0135%
	"Rapides Parish, LA"	"22079"	83	661424	12.5487	0.0936%
	"Red River Parish, LA"	"22081"	Suppressed	43242	Suppressed	Suppressed
	"Richland Parish, LA"	"22083"	Suppressed	102961	Suppressed	Suppressed
	"Sabine Parish, LA"	"22085"	Suppressed	120615	Suppressed	Suppressed
	"St. Bernard Parish, LA"	"22087"	19	225189	Unreliable	0.0214%
	"St. Charles Parish, LA"	"22089"	20	263846	7.5802	0.0226%
	"St. Helena Parish, LA"	"22091"	Suppressed	52936	Suppressed	Suppressed
	"St. James Parish, LA"	"22093"	12	107881	Unreliable	0.0135%
	"St. John the Baptist Parish, LA"	"22095"	58	218204	26.5806	0.0654%
	"St. Landry Parish, LA"	"22097"	46	418391	10.9945	0.0519%
	"St. Martin Parish, LA"	"22099"	36	268264	13.4196	0.0406%
	"St. Mary Parish, LA"	"22101"	25	262581	9.5209	0.0282%
	"St. Tammany Parish, LA"	"22103"	53	1248179	4.2462	0.0598%
	"Tangipahoa Parish, LA"	"22105"	64	644423	9.9314	0.0722%
	"Tensas Parish, LA"	"22107"	Suppressed	23690	Suppressed	Suppressed
	"Terrebonne Parish, LA"	"22109"	58	565355	10.2590	0.0654%
	"Union Parish, LA"	"22111"	Suppressed	112418	Suppressed	Suppressed
	"Vermilion Parish, LA"	"22113"	17	299085	Unreliable	0.0192%
	"Vernon Parish, LA"	"22115"	19	256836	Unreliable	0.0214%
	"Washington Parish, LA"	"22117"	18	232019	Unreliable	0.0203%
	"Webster Parish, LA"	"22119"	Suppressed	200120	Suppressed	Suppressed
	"West Baton Rouge Parish, LA"	"22121"	10	127208	Unreliable	0.0113%
	"West Carroll Parish, LA"	"22123"	Suppressed	56378	Suppressed	Suppressed
	"West Feliciana Parish, LA"	"22125"	Suppressed	76959	Suppressed	Suppressed
	"Winn Parish, LA"	"22127"	Suppressed	72811	Suppressed	Suppressed
	"Androscoggin County, ME"	"23001"	10	537247	Unreliable	0.0113%
	"Aroostook County, ME"	"23003"	Suppressed	343742	Suppressed	Suppressed
	"Cumberland County, ME"	"23005"	15	1447771	Unreliable	0.0169%
	"Franklin County, ME"	"23007"	Suppressed	150771	Suppressed	Suppressed
	"Hancock County, ME"	"23009"	Suppressed	273116	Suppressed	Suppressed
	"Kennebec County, ME"	"23011"	14	604646	Unreliable	0.0158%
	"Knox County, ME"	"23013"	Suppressed	198615	Suppressed	Suppressed
	"Lincoln County, ME"	"23015"	Suppressed	170647	Suppressed	Suppressed
	"Oxford County, ME"	"23017"	Suppressed	286373	Suppressed	Suppressed
	"Penobscot County, ME"	"23019"	12	763233	Unreliable	0.0135%
	"Piscataquis County, ME"	"23021"	Suppressed	84697	Suppressed	Suppressed
	"Sagadahoc County, ME"	"23023"	Suppressed	175872	Suppressed	Suppressed
	"Somerset County, ME"	"23025"	Suppressed	255523	Suppressed	Suppressed
	"Waldo County, ME"	"23027"	Suppressed	196342	Suppressed	Suppressed
	"Washington County, ME"	"23029"	Suppressed	158666	Suppressed	Suppressed
	"York County, ME"	"23031"	16	1007844	Unreliable	0.0180%
	"Allegany County, MD"	"24001"	13	362746	Unreliable	0.0147%
	"Anne Arundel County, MD"	"24003"	99	2821652	3.5086	0.1117%
	"Baltimore County, MD"	"24005"	319	4144562	7.6968	0.3598%
	"Calvert County, MD"	"24009"	12	454445	Unreliable	0.0135%
	"Caroline County, MD"	"24011"	Suppressed	163853	Suppressed	Suppressed
	"Carroll County, MD"	"24013"	12	838458	Unreliable	0.0135%
	"Cecil County, MD"	"24015"	24	512027	4.6873	0.0271%
	"Charles County, MD"	"24017"	41	781134	5.2488	0.0462%
	"Dorchester County, MD"	"24019"	13	162042	Unreliable	0.0147%
	"Frederick County, MD"	"24021"	28	1230019	2.2764	0.0316%
	"Garrett County, MD"	"24023"	Suppressed	147686	Suppressed	Suppressed
	"Harford County, MD"	"24025"	50	1252802	3.9911	0.0564%
	"Howard County, MD"	"24027"	32	1565624	2.0439	0.0361%
	"Kent County, MD"	"24029"	Suppressed	98665	Suppressed	Suppressed
	"Montgomery County, MD"	"24031"	113	5189913	2.1773	0.1275%
	"Prince George's County, MD"	"24033"	453	4524851	10.0114	0.5110%
	"Queen Anne's County, MD"	"24035"	Suppressed	244924	Suppressed	Suppressed
	"St. Mary's County, MD"	"24037"	12	556682	Unreliable	0.0135%
	"Somerset County, MD"	"24039"	Suppressed	129746	Suppressed	Suppressed
	"Talbot County, MD"	"24041"	Suppressed	187467	Suppressed	Suppressed
	"Washington County, MD"	"24043"	32	749616	4.2689	0.0361%
	"Wicomico County, MD"	"24045"	33	510305	6.4667	0.0372%
	"Worcester County, MD"	"24047"	Suppressed	257969	Suppressed	Suppressed
	"Baltimore city, MD"	"24510"	1259	3093058	40.7041	1.4201%
	"Barnstable County, MA"	"25001"	10	1071957	Unreliable	0.0113%
	"Berkshire County, MA"	"25003"	10	639344	Unreliable	0.0113%
	"Bristol County, MA"	"25005"	59	2783553	2.1196	0.0665%
	"Dukes County, MA"	"25007"	Suppressed	86482	Suppressed	Suppressed
	"Essex County, MA"	"25009"	84	3871907	2.1695	0.0947%
	"Franklin County, MA"	"25011"	Suppressed	353768	Suppressed	Suppressed
	"Hampden County, MA"	"25013"	106	2344455	4.5213	0.1196%
	"Hampshire County, MA"	"25015"	Suppressed	805477	Suppressed	Suppressed
	"Middlesex County, MA"	"25017"	76	7900977	0.9619	0.0857%
	"Nantucket County, MA"	"25019"	Suppressed	54417	Suppressed	Suppressed
	"Norfolk County, MA"	"25021"	45	3473582	1.2955	0.0508%
	"Plymouth County, MA"	"25023"	48	2548037	1.8838	0.0541%
	"Suffolk County, MA"	"25025"	227	3883047	5.8459	0.2560%
	"Worcester County, MA"	"25027"	58	4087249	1.4190	0.0654%
	"Alcona County, MI"	"26001"	Suppressed	52084	Suppressed	Suppressed
	"Alger County, MI"	"26003"	Suppressed	46704	Suppressed	Suppressed
	"Allegan County, MI"	"26005"	11	572998	Unreliable	0.0124%
	"Alpena County, MI"	"26007"	Suppressed	144048	Suppressed	Suppressed
	"Antrim County, MI"	"26009"	Suppressed	116227	Suppressed	Suppressed
	"Arenac County, MI"	"26011"	Suppressed	76268	Suppressed	Suppressed
	"Baraga County, MI"	"26013"	Suppressed	42868	Suppressed	Suppressed
	"Barry County, MI"	"26015"	Suppressed	297980	Suppressed	Suppressed
	"Bay County, MI"	"26017"	13	527656	Unreliable	0.0147%
	"Benzie County, MI"	"26019"	Suppressed	87549	Suppressed	Suppressed
	"Berrien County, MI"	"26021"	35	773390	4.5255	0.0395%
	"Branch County, MI"	"26023"	Suppressed	217695	Suppressed	Suppressed
	"Calhoun County, MI"	"26025"	28	672718	4.1622	0.0316%
	"Cass County, MI"	"26027"	Suppressed	258155	Suppressed	Suppressed
	"Charlevoix County, MI"	"26029"	Suppressed	130801	Suppressed	Suppressed
	"Cheboygan County, MI"	"26031"	Suppressed	127598	Suppressed	Suppressed
	"Chippewa County, MI"	"26033"	Suppressed	190485	Suppressed	Suppressed
	"Clare County, MI"	"26035"	Suppressed	152785	Suppressed	Suppressed
	"Clinton County, MI"	"26037"	Suppressed	387757	Suppressed	Suppressed
	"Crawford County, MI"	"26039"	Suppressed	69101	Suppressed	Suppressed
	"Delta County, MI"	"26041"	Suppressed	182008	Suppressed	Suppressed
	"Dickinson County, MI"	"26043"	Suppressed	128793	Suppressed	Suppressed
	"Eaton County, MI"	"26045"	10	543915	Unreliable	0.0113%
	"Emmet County, MI"	"26047"	Suppressed	165880	Suppressed	Suppressed
	"Genesee County, MI"	"26049"	251	2055120	12.2134	0.2831%
	"Gladwin County, MI"	"26051"	Suppressed	126424	Suppressed	Suppressed
	"Gogebic County, MI"	"26053"	Suppressed	77669	Suppressed	Suppressed
	"Grand Traverse County, MI"	"26055"	Suppressed	456296	Suppressed	Suppressed
	"Gratiot County, MI"	"26057"	Suppressed	207393	Suppressed	Suppressed
	"Hillsdale County, MI"	"26059"	Suppressed	229525	Suppressed	Suppressed
	"Houghton County, MI"	"26061"	Suppressed	181960	Suppressed	Suppressed
	"Huron County, MI"	"26063"	Suppressed	158933	Suppressed	Suppressed
	"Ingham County, MI"	"26065"	69	1431138	4.8213	0.0778%
	"Ionia County, MI"	"26067"	Suppressed	321113	Suppressed	Suppressed
	"Iosco County, MI"	"26069"	Suppressed	126683	Suppressed	Suppressed
	"Iron County, MI"	"26071"	Suppressed	56570	Suppressed	Suppressed
	"Isabella County, MI"	"26073"	Suppressed	354095	Suppressed	Suppressed
	"Jackson County, MI"	"26075"	36	796704	4.5186	0.0406%
	"Kalamazoo County, MI"	"26077"	58	1300445	4.4600	0.0654%
	"Kalkaska County, MI"	"26079"	Suppressed	86747	Suppressed	Suppressed
	"Kent County, MI"	"26081"	96	3178073	3.0207	0.1083%
	"Keweenaw County, MI"	"26083"	Suppressed	10880	Suppressed	Suppressed
	"Lake County, MI"	"26085"	Suppressed	57660	Suppressed	Suppressed
	"Lapeer County, MI"	"26087"	Suppressed	441429	Suppressed	Suppressed
	"Leelanau County, MI"	"26089"	Suppressed	109065	Suppressed	Suppressed
	"Lenawee County, MI"	"26091"	10	493935	Unreliable	0.0113%
	"Livingston County, MI"	"26093"	10	935630	Unreliable	0.0113%
	"Luce County, MI"	"26095"	Suppressed	32059	Suppressed	Suppressed
	"Mackinac County, MI"	"26097"	Suppressed	54525	Suppressed	Suppressed
	"Macomb County, MI"	"26099"	188	4318826	4.3530	0.2121%
	"Manistee County, MI"	"26101"	Suppressed	122131	Suppressed	Suppressed
	"Marquette County, MI"	"26103"	Suppressed	335528	Suppressed	Suppressed
	"Mason County, MI"	"26105"	Suppressed	144161	Suppressed	Suppressed
	"Mecosta County, MI"	"26107"	Suppressed	215973	Suppressed	Suppressed
	"Menominee County, MI"	"26109"	Suppressed	117380	Suppressed	Suppressed
	"Midland County, MI"	"26111"	Suppressed	417851	Suppressed	Suppressed
	"Missaukee County, MI"	"26113"	Suppressed	75091	Suppressed	Suppressed
	"Monroe County, MI"	"26115"	14	748625	Unreliable	0.0158%
	"Montcalm County, MI"	"26117"	Suppressed	315467	Suppressed	Suppressed
	"Montmorency County, MI"	"26119"	Suppressed	46332	Suppressed	Suppressed
	"Muskegon County, MI"	"26121"	55	863243	6.3713	0.0620%
	"Newaygo County, MI"	"26123"	Suppressed	240029	Suppressed	Suppressed
	"Oakland County, MI"	"26125"	192	6206618	3.0935	0.2166%
	"Oceana County, MI"	"26127"	Suppressed	131040	Suppressed	Suppressed
	"Ogemaw County, MI"	"26129"	Suppressed	105095	Suppressed	Suppressed
	"Ontonagon County, MI"	"26131"	Suppressed	30293	Suppressed	Suppressed
	"Osceola County, MI"	"26133"	Suppressed	115856	Suppressed	Suppressed
	"Oscoda County, MI"	"26135"	Suppressed	41552	Suppressed	Suppressed
	"Otsego County, MI"	"26137"	Suppressed	121548	Suppressed	Suppressed
	"Ottawa County, MI"	"26139"	18	1397581	Unreliable	0.0203%
	"Presque Isle County, MI"	"26141"	Suppressed	64460	Suppressed	Suppressed
	"Roscommon County, MI"	"26143"	Suppressed	119462	Suppressed	Suppressed
	"Saginaw County, MI"	"26145"	99	969121	10.2154	0.1117%
	"St. Clair County, MI"	"26147"	16	799359	Unreliable	0.0180%
	"St. Joseph County, MI"	"26149"	Suppressed	304728	Suppressed	Suppressed
	"Sanilac County, MI"	"26151"	Suppressed	207563	Suppressed	Suppressed
	"Schoolcraft County, MI"	"26153"	Suppressed	40641	Suppressed	Suppressed
	"Shiawassee County, MI"	"26155"	Suppressed	343452	Suppressed	Suppressed
	"Tuscola County, MI"	"26157"	Suppressed	268142	Suppressed	Suppressed
	"Van Buren County, MI"	"26159"	Suppressed	376307	Suppressed	Suppressed
	"Washtenaw County, MI"	"26161"	47	1802330	2.6077	0.0530%
	"Wayne County, MI"	"26163"	1608	8802394	18.2678	1.8137%
	"Wexford County, MI"	"26165"	Suppressed	164973	Suppressed	Suppressed
	"Aitkin County, MN"	"27001"	Suppressed	78627	Suppressed	Suppressed
	"Anoka County, MN"	"27003"	22	1722879	1.2769	0.0248%
	"Becker County, MN"	"27005"	Suppressed	167708	Suppressed	Suppressed
	"Beltrami County, MN"	"27007"	Suppressed	229625	Suppressed	Suppressed
	"Benton County, MN"	"27009"	Suppressed	198359	Suppressed	Suppressed
	"Big Stone County, MN"	"27011"	Suppressed	25365	Suppressed	Suppressed
	"Blue Earth County, MN"	"27013"	Suppressed	330114	Suppressed	Suppressed
	"Brown County, MN"	"27015"	Suppressed	126462	Suppressed	Suppressed
	"Carlton County, MN"	"27017"	Suppressed	177836	Suppressed	Suppressed
	"Carver County, MN"	"27019"	Suppressed	494022	Suppressed	Suppressed
	"Cass County, MN"	"27021"	Suppressed	144168	Suppressed	Suppressed
	"Chippewa County, MN"	"27023"	Suppressed	60425	Suppressed	Suppressed
	"Chisago County, MN"	"27025"	Suppressed	272135	Suppressed	Suppressed
	"Clay County, MN"	"27027"	Suppressed	310715	Suppressed	Suppressed
	"Clearwater County, MN"	"27029"	Suppressed	44137	Suppressed	Suppressed
	"Cook County, MN"	"27031"	Suppressed	26311	Suppressed	Suppressed
	"Cottonwood County, MN"	"27033"	Suppressed	57563	Suppressed	Suppressed
	"Crow Wing County, MN"	"27035"	Suppressed	318265	Suppressed	Suppressed
	"Dakota County, MN"	"27037"	37	2074961	1.7832	0.0417%
	"Dodge County, MN"	"27039"	Suppressed	102334	Suppressed	Suppressed
	"Douglas County, MN"	"27041"	Suppressed	185441	Suppressed	Suppressed
	"Faribault County, MN"	"27043"	Suppressed	70152	Suppressed	Suppressed
	"Fillmore County, MN"	"27045"	Suppressed	104428	Suppressed	Suppressed
	"Freeborn County, MN"	"27047"	Suppressed	153382	Suppressed	Suppressed
	"Goodhue County, MN"	"27049"	Suppressed	232302	Suppressed	Suppressed
	"Grant County, MN"	"27051"	Suppressed	29745	Suppressed	Suppressed
	"Hennepin County, MN"	"27053"	243	6118498	3.9716	0.2741%
	"Houston County, MN"	"27055"	Suppressed	93784	Suppressed	Suppressed
	"Hubbard County, MN"	"27057"	Suppressed	103622	Suppressed	Suppressed
	"Isanti County, MN"	"27059"	Suppressed	193653	Suppressed	Suppressed
	"Itasca County, MN"	"27061"	Suppressed	226967	Suppressed	Suppressed
	"Jackson County, MN"	"27063"	Suppressed	50498	Suppressed	Suppressed
	"Kanabec County, MN"	"27065"	Suppressed	79617	Suppressed	Suppressed
	"Kandiyohi County, MN"	"27067"	Suppressed	212475	Suppressed	Suppressed
	"Kittson County, MN"	"27069"	Suppressed	21945	Suppressed	Suppressed
	"Koochiching County, MN"	"27071"	Suppressed	64059	Suppressed	Suppressed
	"Lac qui Parle County, MN"	"27073"	Suppressed	34174	Suppressed	Suppressed
	"Lake County, MN"	"27075"	Suppressed	53237	Suppressed	Suppressed
	"Lake of the Woods County, MN"	"27077"	Suppressed	19328	Suppressed	Suppressed
	"Le Sueur County, MN"	"27079"	Suppressed	138945	Suppressed	Suppressed
	"Lincoln County, MN"	"27081"	Suppressed	28850	Suppressed	Suppressed
	"Lyon County, MN"	"27083"	Suppressed	128355	Suppressed	Suppressed
	"McLeod County, MN"	"27085"	Suppressed	179458	Suppressed	Suppressed
	"Mahnomen County, MN"	"27087"	Suppressed	27555	Suppressed	Suppressed
	"Marshall County, MN"	"27089"	Suppressed	46945	Suppressed	Suppressed
	"Martin County, MN"	"27091"	Suppressed	100343	Suppressed	Suppressed
	"Meeker County, MN"	"27093"	Suppressed	115569	Suppressed	Suppressed
	"Mille Lacs County, MN"	"27095"	Suppressed	129243	Suppressed	Suppressed
	"Morrison County, MN"	"27097"	Suppressed	164342	Suppressed	Suppressed
	"Mower County, MN"	"27099"	Suppressed	196495	Suppressed	Suppressed
	"Murray County, MN"	"27101"	Suppressed	42091	Suppressed	Suppressed
	"Nicollet County, MN"	"27103"	Suppressed	167013	Suppressed	Suppressed
	"Nobles County, MN"	"27105"	Suppressed	108769	Suppressed	Suppressed
	"Norman County, MN"	"27107"	Suppressed	33124	Suppressed	Suppressed
	"Olmsted County, MN"	"27109"	Suppressed	758981	Suppressed	Suppressed
	"Otter Tail County, MN"	"27111"	Suppressed	289362	Suppressed	Suppressed
	"Pennington County, MN"	"27113"	Suppressed	70868	Suppressed	Suppressed
	"Pine County, MN"	"27115"	Suppressed	145345	Suppressed	Suppressed
	"Pipestone County, MN"	"27117"	Suppressed	46111	Suppressed	Suppressed
	"Polk County, MN"	"27119"	Suppressed	158085	Suppressed	Suppressed
	"Pope County, MN"	"27121"	Suppressed	54976	Suppressed	Suppressed
	"Ramsey County, MN"	"27123"	104	2686125	3.8717	0.1173%
	"Red Lake County, MN"	"27125"	Suppressed	20192	Suppressed	Suppressed
	"Redwood County, MN"	"27127"	Suppressed	77265	Suppressed	Suppressed
	"Renville County, MN"	"27129"	Suppressed	74388	Suppressed	Suppressed
	"Rice County, MN"	"27131"	Suppressed	327190	Suppressed	Suppressed
	"Rock County, MN"	"27133"	Suppressed	47727	Suppressed	Suppressed
	"Roseau County, MN"	"27135"	Suppressed	77922	Suppressed	Suppressed
	"St. Louis County, MN"	"27137"	21	1001900	2.0960	0.0237%
	"Scott County, MN"	"27139"	14	708071	Unreliable	0.0158%
	"Sherburne County, MN"	"27141"	Suppressed	461087	Suppressed	Suppressed
	"Sibley County, MN"	"27143"	Suppressed	74561	Suppressed	Suppressed
	"Stearns County, MN"	"27145"	14	773186	Unreliable	0.0158%
	"Steele County, MN"	"27147"	Suppressed	183485	Suppressed	Suppressed
	"Stevens County, MN"	"27149"	Suppressed	48658	Suppressed	Suppressed
	"Swift County, MN"	"27151"	Suppressed	47148	Suppressed	Suppressed
	"Todd County, MN"	"27153"	Suppressed	121651	Suppressed	Suppressed
	"Traverse County, MN"	"27155"	Suppressed	16908	Suppressed	Suppressed
	"Wabasha County, MN"	"27157"	Suppressed	106925	Suppressed	Suppressed
	"Wadena County, MN"	"27159"	Suppressed	68866	Suppressed	Suppressed
	"Waseca County, MN"	"27161"	Suppressed	94810	Suppressed	Suppressed
	"Washington County, MN"	"27163"	20	1256948	1.5912	0.0226%
	"Watonwan County, MN"	"27165"	Suppressed	54920	Suppressed	Suppressed
	"Wilkin County, MN"	"27167"	Suppressed	32130	Suppressed	Suppressed
	"Winona County, MN"	"27169"	Suppressed	255035	Suppressed	Suppressed
	"Wright County, MN"	"27171"	Suppressed	656535	Suppressed	Suppressed
	"Yellow Medicine County, MN"	"27173"	Suppressed	49929	Suppressed	Suppressed
	"Adams County, MS"	"28001"	24	157332	15.2544	0.0271%
	"Alcorn County, MS"	"28003"	20	186598	10.7182	0.0226%
	"Amite County, MS"	"28005"	Suppressed	63007	Suppressed	Suppressed
	"Attala County, MS"	"28007"	Suppressed	94934	Suppressed	Suppressed
	"Benton County, MS"	"28009"	Suppressed	41625	Suppressed	Suppressed
	"Bolivar County, MS"	"28011"	30	165821	18.0918	0.0338%
	"Calhoun County, MS"	"28013"	Suppressed	73298	Suppressed	Suppressed
	"Carroll County, MS"	"28015"	Suppressed	51276	Suppressed	Suppressed
	"Chickasaw County, MS"	"28017"	Suppressed	86344	Suppressed	Suppressed
	"Choctaw County, MS"	"28019"	Suppressed	41484	Suppressed	Suppressed
	"Claiborne County, MS"	"28021"	Suppressed	45572	Suppressed	Suppressed
	"Clarke County, MS"	"28023"	Suppressed	80436	Suppressed	Suppressed
	"Clay County, MS"	"28025"	Suppressed	100171	Suppressed	Suppressed
	"Coahoma County, MS"	"28027"	39	121572	32.0798	0.0440%
	"Copiah County, MS"	"28029"	11	143489	Unreliable	0.0124%
	"Covington County, MS"	"28031"	13	97056	Unreliable	0.0147%
	"DeSoto County, MS"	"28033"	51	866838	5.8835	0.0575%
	"Forrest County, MS"	"28035"	33	380783	8.6664	0.0372%
	"Franklin County, MS"	"28037"	Suppressed	39054	Suppressed	Suppressed
	"George County, MS"	"28039"	11	117624	Unreliable	0.0124%
	"Greene County, MS"	"28041"	Suppressed	68845	Suppressed	Suppressed
	"Grenada County, MS"	"28043"	25	107218	23.3170	0.0282%
	"Hancock County, MS"	"28045"	14	231779	Unreliable	0.0158%
	"Harrison County, MS"	"28047"	75	1005229	7.4610	0.0846%
	"Hinds County, MS"	"28049"	302	1212245	24.9125	0.3406%
	"Holmes County, MS"	"28051"	27	90965	29.6817	0.0305%
	"Humphreys County, MS"	"28053"	Suppressed	43187	Suppressed	Suppressed
	"Issaquena County, MS"	"28055"	Suppressed	6762	Suppressed	Suppressed
	"Itawamba County, MS"	"28057"	Suppressed	117607	Suppressed	Suppressed
	"Jackson County, MS"	"28059"	31	706405	4.3884	0.0350%
	"Jasper County, MS"	"28061"	Suppressed	82800	Suppressed	Suppressed
	"Jefferson County, MS"	"28063"	Suppressed	37294	Suppressed	Suppressed
	"Jefferson Davis County, MS"	"28065"	13	58134	Unreliable	0.0147%
	"Jones County, MS"	"28067"	18	341349	Unreliable	0.0203%
